41
-10.                 3.878870520641207   
-9.5                 0.5358274888927004  
-9.                  -2.9384047997737244 
-8.5                 -5.693213113005485  
-8.                  -7.054124298424712  
-7.5                 -6.687939834403888  
-7.                  -4.684314448864966  
-6.5                 -1.5338055150661245 
-6.                  1.9922325021583414  
-5.5                 5.030502521316894   
-5.                  6.837130078348177   
-4.5                 6.969789738952142   
-4.                  5.396001791545528   
-3.5                 2.5010844134269896  
-3.                  -1.0061856574668533 
-2.5                 -4.267106387461209  
-2.                  -6.483290653267111  
-1.5                 -7.112139254486908  
-1.                  -5.999688121680302  
-0.5                 -3.4183040902479673 
0.                   0.                  
0.5                  3.4183040902479673  
1.                   5.999688121680302   
1.5                  7.112139254486908   
2.                   6.483290653267111   
2.5                  4.267106387461209   
3.                   1.0061856574668533  
3.5                  -2.5010844134269896 
4.                   -5.396001791545528  
4.5                  -6.969789738952142  
5.                   -6.837130078348177  
5.5                  -5.030502521316894  
6.                   -1.9922325021583414 
6.5                  1.5338055150661245  
7.                   4.684314448864966   
7.5                  6.687939834403888   
8.                   7.054124298424712   
8.5                  5.693213113005485   
9.                   2.9384047997737244  
9.5                  -0.5358274888927004 
10.                  -3.878870520641207  
