41
0.                   0.                  
0.5                  1.7091520451239837  
1.                   5.999688121680302   
1.5                  10.668208881730362  
2.                   12.966581306534222  
2.5                  10.667765968653022  
3.                   3.01855697240056    
3.5                  -8.753795446994463  
4.                   -21.58400716618211  
4.5                  -31.36405382528464  
5.                   -34.185650391740886 
5.5                  -27.66776386724292  
6.                   -11.953395012950049 
6.5                  9.96973584792981    
7.                   32.79020114205476   
7.5                  50.15954875802916   
8.                   56.4329943873977    
8.5                  48.39231146054662   
9.                   26.44564319796352   
9.5                  -5.090361144480654  
10.                  -38.78870520641207  
10.5                 -65.85842307027907  
11.                  -78.42923189977168  
11.5                 -71.78270106357769  
12.                  -45.90917886411721  
12.5                 -5.910939101425761  
13.                  38.94528264346135   
13.5                 77.36826997772627   
14.                  98.88242624546196   
14.5                 96.65412531541935   
15.                  69.54828450480365   
15.5                 22.817753766355594  
16.                  -32.84401036515065  
16.5                 -83.73798660301549  
17.                  -116.53098999072108 
17.5                 -121.73373483228936 
18.                  -96.3817032506769   
18.5                 -45.174905979234246 
19.                  20.303865593040154  
19.5                 84.19123578646472   
20.                  130.1859927537597   
